 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  24.12.2021    Time:  14: 7:36
 Units: L = cm   , T = hours, M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency

        1  0.1000000E-03  0.10000E-03    2        2     0     1     T
       11  0.1100000E-02  0.10000E-03    2       22     0     1     T
       21  0.2100000E-02  0.10000E-03    2       42     0     1     T
       31  0.3100000E-02  0.10000E-03    2       62     0     1     T
       41  0.4100000E-02  0.10000E-03    2       82     0     1     T
       51  0.5100000E-02  0.10000E-03    2      102     0     1     T
       61  0.6100000E-02  0.10000E-03    2      122     0     1     T
       71  0.7100000E-02  0.10000E-03    2      142     0     1     T
       81  0.8100000E-02  0.10000E-03    2      162     0     1     T
       91  0.9100000E-02  0.10000E-03    2      182     0     1     T
      101  0.1010000E-01  0.10000E-03    2      202     0     1     T
      111  0.1110000E-01  0.10000E-03    2      222     0     1     T
      121  0.1210000E-01  0.10000E-03    2      242     0     1     T
      131  0.1310000E-01  0.10000E-03    2      262     0     1     T
      141  0.1410000E-01  0.10000E-03    2      282     0     1     T
      151  0.1510000E-01  0.10000E-03    2      302     0     1     T
      161  0.1610000E-01  0.10000E-03    2      322     0     1     T
      171  0.1710000E-01  0.10000E-03    2      342     0     1     T
      181  0.1810000E-01  0.10000E-03    2      362     0     1     T
      191  0.1910000E-01  0.10000E-03    2      382     0     1     T
      201  0.2010000E-01  0.10000E-03    2      402     0     1     T
      211  0.2110000E-01  0.10000E-03    2      422     0     1     T
      221  0.2210000E-01  0.10000E-03    2      442     0     1     T
      231  0.2310000E-01  0.10000E-03    2      462     0     1     T
      241  0.2410000E-01  0.10000E-03    2      482     0     1     T
      251  0.2510000E-01  0.10000E-03    2      502     0     1     T
      261  0.2610000E-01  0.10000E-03    2      522     0     1     T
      271  0.2710000E-01  0.10000E-03    2      542     0     1     T
      281  0.2810000E-01  0.10000E-03    2      562     0     1     T
      291  0.2910000E-01  0.10000E-03    2      582     0     1     T
      301  0.3010000E-01  0.10000E-03    2      602     0     1     T
      311  0.3110000E-01  0.10000E-03    2      622     0     1     T
      321  0.3210000E-01  0.10000E-03    2      642     0     1     T
      331  0.3310000E-01  0.10000E-03    2      662     0     1     T
      341  0.3410000E-01  0.10000E-03    2      682     0     1     T
      351  0.3510000E-01  0.10000E-03    2      702     0     1     T
      361  0.3610000E-01  0.10000E-03    2      722     0     1     T
      371  0.3710000E-01  0.10000E-03    2      742     0     1     T
      381  0.3810000E-01  0.10000E-03    2      762     0     1     T
      391  0.3910000E-01  0.10000E-03    2      782     0     1     T
      401  0.4010000E-01  0.10000E-03    2      802     0     1     T
      411  0.4110000E-01  0.10000E-03    2      822     0     1     T
      421  0.4210000E-01  0.10000E-03    2      842     0     1     T
      431  0.4310000E-01  0.10000E-03    2      862     0     1     T
      441  0.4410000E-01  0.10000E-03    2      882     0     1     T
      451  0.4510000E-01  0.10000E-03    2      902     0     1     T
      461  0.4610000E-01  0.10000E-03    2      922     0     1     T
      471  0.4710000E-01  0.10000E-03    2      942     0     1     T
      481  0.4810000E-01  0.10000E-03    2      962     0     1     T
      491  0.4910000E-01  0.10000E-03    2      982     0     1     T
      501  0.5010000E-01  0.10000E-03    2     1002     0     1     T
      511  0.5110000E-01  0.10000E-03    2     1022     0     1     T
      521  0.5210000E-01  0.10000E-03    2     1042     0     1     T
      531  0.5310000E-01  0.10000E-03    2     1062     0     1     T
      541  0.5410000E-01  0.10000E-03    2     1082     0     1     T
      551  0.5510000E-01  0.10000E-03    2     1102     0     1     T
      561  0.5610000E-01  0.10000E-03    2     1122     0     1     T
      571  0.5710000E-01  0.10000E-03    2     1142     0     1     T
      581  0.5810000E-01  0.10000E-03    2     1162     0     1     T
      591  0.5910000E-01  0.10000E-03    2     1182     0     1     T
      601  0.6010000E-01  0.10000E-03    2     1202     0     1     T
      611  0.6110000E-01  0.10000E-03    2     1222     0     1     T
      621  0.6210000E-01  0.10000E-03    2     1242     0     1     T
      631  0.6310000E-01  0.10000E-03    2     1262     0     1     T
      641  0.6410000E-01  0.10000E-03    2     1282     0     1     T
      651  0.6510000E-01  0.10000E-03    2     1302     0     1     T
      661  0.6610000E-01  0.10000E-03    2     1322     0     1     T
      671  0.6710000E-01  0.10000E-03    2     1342     0     1     T
      681  0.6810000E-01  0.10000E-03    2     1362     0     1     T
      691  0.6910000E-01  0.10000E-03    2     1382     0     1     T
      701  0.7010000E-01  0.10000E-03    2     1402     0     1     T
      711  0.7110000E-01  0.10000E-03    2     1422     0     1     T
      721  0.7210000E-01  0.10000E-03    2     1442     0     1     T
      731  0.7310000E-01  0.10000E-03    2     1462     0     1     T
      741  0.7410000E-01  0.10000E-03    2     1482     0     1     T
      751  0.7510000E-01  0.10000E-03    2     1502     0     1     T
      761  0.7610000E-01  0.10000E-03    2     1522     0     1     T
      771  0.7710000E-01  0.10000E-03    2     1542     0     1     T
      781  0.7810000E-01  0.10000E-03    2     1562     0     1     T
      791  0.7910000E-01  0.10000E-03    2     1582     0     1     T
      801  0.8010000E-01  0.10000E-03    2     1602     0     1     T
      811  0.8110000E-01  0.10000E-03    2     1622     0     1     T
      821  0.8210000E-01  0.10000E-03    2     1642     0     1     T
      831  0.8310000E-01  0.10000E-03    2     1662     0     1     T
      841  0.8410000E-01  0.10000E-03    2     1682     0     1     T
      851  0.8510000E-01  0.10000E-03    2     1702     0     1     T
      861  0.8610000E-01  0.10000E-03    2     1722     0     1     T
      871  0.8710000E-01  0.10000E-03    2     1742     0     1     T
      881  0.8810000E-01  0.10000E-03    2     1762     0     1     T
      891  0.8910000E-01  0.10000E-03    2     1782     0     1     T
      901  0.9010000E-01  0.10000E-03    2     1802     0     1     T
      911  0.9110000E-01  0.10000E-03    2     1822     0     1     T
      921  0.9210000E-01  0.10000E-03    2     1842     0     1     T
      931  0.9310000E-01  0.10000E-03    2     1862     0     1     T
      941  0.9410000E-01  0.10000E-03    2     1882     0     1     T
      951  0.9510000E-01  0.10000E-03    2     1902     0     1     T
      961  0.9610000E-01  0.10000E-03    2     1922     0     1     T
      971  0.9710000E-01  0.10000E-03    2     1942     0     1     T
      981  0.9810000E-01  0.10000E-03    2     1962     0     1     T
      991  0.9910000E-01  0.10000E-03    2     1982     0     1     T
     1000  0.1000000E+00  0.10000E-03    2     2000     0     1     T
     1001  0.1001000E+00  0.10000E-03    2     2002     0     1     T
     1011  0.1011000E+00  0.10000E-03    2     2022     0     1     T
     1021  0.1021000E+00  0.10000E-03    2     2042     0     1     T
     1031  0.1031000E+00  0.10000E-03    2     2062     0     1     T
     1041  0.1041000E+00  0.10000E-03    2     2082     0     1     T
     1051  0.1051000E+00  0.10000E-03    2     2102     0     1     T
     1061  0.1061000E+00  0.10000E-03    2     2122     0     1     T
     1071  0.1071000E+00  0.10000E-03    2     2142     0     1     T
     1081  0.1081000E+00  0.10000E-03    2     2162     0     1     T
     1091  0.1091000E+00  0.10000E-03    2     2182     0     1     T
     1101  0.1101000E+00  0.10000E-03    2     2202     0     1     T
     1111  0.1111000E+00  0.10000E-03    2     2222     0     1     T
     1121  0.1121000E+00  0.10000E-03    2     2242     0     1     T
     1131  0.1131000E+00  0.10000E-03    2     2262     0     1     T
     1141  0.1141000E+00  0.10000E-03    2     2282     0     1     T
     1151  0.1151000E+00  0.10000E-03    2     2302     0     1     T
     1161  0.1161000E+00  0.10000E-03    2     2322     0     1     T
     1171  0.1171000E+00  0.10000E-03    2     2342     0     1     T
     1181  0.1181000E+00  0.10000E-03    2     2362     0     1     T
     1191  0.1191000E+00  0.10000E-03    2     2382     0     1     T
     1201  0.1201000E+00  0.10000E-03    2     2402     0     1     T
     1211  0.1211000E+00  0.10000E-03    2     2422     0     1     T
     1221  0.1221000E+00  0.10000E-03    2     2442     0     1     T
     1231  0.1231000E+00  0.10000E-03    2     2462     0     1     T
     1241  0.1241000E+00  0.10000E-03    2     2482     0     1     T
     1251  0.1251000E+00  0.10000E-03    2     2502     0     1     T
     1261  0.1261000E+00  0.10000E-03    2     2522     0     1     T
     1271  0.1271000E+00  0.10000E-03    2     2542     0     1     T
     1281  0.1281000E+00  0.10000E-03    2     2562     0     1     T
     1291  0.1291000E+00  0.10000E-03    2     2582     0     1     T
     1301  0.1301000E+00  0.10000E-03    2     2602     0     1     T
     1311  0.1311000E+00  0.10000E-03    2     2622     0     1     T
     1321  0.1321000E+00  0.10000E-03    2     2642     0     1     T
     1331  0.1331000E+00  0.10000E-03    2     2662     0     1     T
     1341  0.1341000E+00  0.10000E-03    2     2682     0     1     T
     1351  0.1351000E+00  0.10000E-03    2     2702     0     1     T
     1361  0.1361000E+00  0.10000E-03    2     2722     0     1     T
     1371  0.1371000E+00  0.10000E-03    2     2742     0     1     T
     1381  0.1381000E+00  0.10000E-03    2     2762     0     1     T
     1391  0.1391000E+00  0.10000E-03    2     2782     0     1     T
     1401  0.1401000E+00  0.10000E-03    2     2802     0     1     T
     1411  0.1411000E+00  0.10000E-03    2     2822     0     1     T
     1421  0.1421000E+00  0.10000E-03    2     2842     0     1     T
     1431  0.1431000E+00  0.10000E-03    2     2862     0     1     T
     1441  0.1441000E+00  0.10000E-03    2     2882     0     1     T
     1451  0.1451000E+00  0.10000E-03    2     2902     0     1     T
     1461  0.1461000E+00  0.10000E-03    2     2922     0     1     T
     1471  0.1471000E+00  0.10000E-03    2     2942     0     1     T
     1481  0.1481000E+00  0.10000E-03    2     2962     0     1     T
     1491  0.1491000E+00  0.10000E-03    2     2982     0     1     T
     1501  0.1501000E+00  0.10000E-03    2     3002     0     1     T
     1511  0.1511000E+00  0.10000E-03    2     3022     0     1     T
     1521  0.1521000E+00  0.10000E-03    2     3042     0     1     T
     1531  0.1531000E+00  0.10000E-03    2     3062     0     1     T
     1541  0.1541000E+00  0.10000E-03    2     3082     0     1     T
     1551  0.1551000E+00  0.10000E-03    2     3102     0     1     T
     1561  0.1561000E+00  0.10000E-03    2     3122     0     1     T
     1571  0.1571000E+00  0.10000E-03    2     3142     0     1     T
     1581  0.1581000E+00  0.10000E-03    2     3162     0     1     T
     1591  0.1591000E+00  0.10000E-03    2     3182     0     1     T
     1601  0.1601000E+00  0.10000E-03    2     3202     0     1     T
     1611  0.1611000E+00  0.10000E-03    2     3222     0     1     T
     1621  0.1621000E+00  0.10000E-03    2     3242     0     1     T
     1631  0.1631000E+00  0.10000E-03    2     3262     0     1     T
     1641  0.1641000E+00  0.10000E-03    2     3282     0     1     T
     1651  0.1651000E+00  0.10000E-03    2     3302     0     1     T
     1661  0.1661000E+00  0.10000E-03    2     3322     0     1     T
     1671  0.1671000E+00  0.10000E-03    2     3342     0     1     T
     1681  0.1681000E+00  0.10000E-03    2     3362     0     1     T
     1691  0.1691000E+00  0.10000E-03    2     3382     0     1     T
     1701  0.1701000E+00  0.10000E-03    2     3402     0     1     T
     1711  0.1711000E+00  0.10000E-03    2     3422     0     1     T
     1721  0.1721000E+00  0.10000E-03    2     3442     0     1     T
     1731  0.1731000E+00  0.10000E-03    2     3462     0     1     T
     1741  0.1741000E+00  0.10000E-03    2     3482     0     1     T
     1751  0.1751000E+00  0.10000E-03    2     3502     0     1     T
     1761  0.1761000E+00  0.10000E-03    2     3522     0     1     T
     1771  0.1771000E+00  0.10000E-03    2     3542     0     1     T
     1781  0.1781000E+00  0.10000E-03    2     3562     0     1     T
     1791  0.1791000E+00  0.10000E-03    2     3582     0     1     T
     1801  0.1801000E+00  0.10000E-03    2     3602     0     1     T
     1811  0.1811000E+00  0.10000E-03    2     3622     0     1     T
     1821  0.1821000E+00  0.10000E-03    2     3642     0     1     T
     1831  0.1831000E+00  0.10000E-03    2     3662     0     1     T
     1841  0.1841000E+00  0.10000E-03    2     3682     0     1     T
     1851  0.1851000E+00  0.10000E-03    2     3702     0     1     T
     1861  0.1861000E+00  0.10000E-03    2     3722     0     1     T
     1871  0.1871000E+00  0.10000E-03    2     3742     0     1     T
     1881  0.1881000E+00  0.10000E-03    2     3762     0     1     T
     1891  0.1891000E+00  0.10000E-03    2     3782     0     1     T
     1901  0.1901000E+00  0.10000E-03    2     3802     0     1     T
     1911  0.1911000E+00  0.10000E-03    2     3822     0     1     T
     1921  0.1921000E+00  0.10000E-03    2     3842     0     1     T
     1931  0.1931000E+00  0.10000E-03    2     3862     0     1     T
     1941  0.1941000E+00  0.10000E-03    2     3882     0     1     T
     1951  0.1951000E+00  0.10000E-03    2     3902     0     1     T
     1961  0.1961000E+00  0.10000E-03    2     3922     0     1     T
     1971  0.1971000E+00  0.10000E-03    2     3942     0     1     T
     1981  0.1981000E+00  0.10000E-03    2     3962     0     1     T
     1991  0.1991000E+00  0.10000E-03    2     3982     0     1     T
     2000  0.2000000E+00  0.10000E-03    2     4000     0     1     T
     2001  0.2001000E+00  0.10000E-03    2     4002     0     1     T
     2011  0.2011000E+00  0.10000E-03    2     4022     0     1     T
     2021  0.2021000E+00  0.10000E-03    2     4042     0     1     T
     2031  0.2031000E+00  0.10000E-03    2     4062     0     1     T
     2041  0.2041000E+00  0.10000E-03    2     4082     0     1     T
     2051  0.2051000E+00  0.10000E-03    2     4102     0     1     T
     2061  0.2061000E+00  0.10000E-03    2     4122     0     1     T
     2071  0.2071000E+00  0.10000E-03    2     4142     0     1     T
     2081  0.2081000E+00  0.10000E-03    2     4162     0     1     T
     2091  0.2091000E+00  0.10000E-03    2     4182     0     1     T
     2101  0.2101000E+00  0.10000E-03    2     4202     0     1     T
     2111  0.2111000E+00  0.10000E-03    2     4222     0     1     T
     2121  0.2121000E+00  0.10000E-03    2     4242     0     1     T
     2131  0.2131000E+00  0.10000E-03    2     4262     0     1     T
     2141  0.2141000E+00  0.10000E-03    2     4282     0     1     T
     2151  0.2151000E+00  0.10000E-03    2     4302     0     1     T
     2161  0.2161000E+00  0.10000E-03    2     4322     0     1     T
     2171  0.2171000E+00  0.10000E-03    2     4342     0     1     T
     2181  0.2181000E+00  0.10000E-03    2     4362     0     1     T
     2191  0.2191000E+00  0.10000E-03    2     4382     0     1     T
     2201  0.2201000E+00  0.10000E-03    2     4402     0     1     T
     2211  0.2211000E+00  0.10000E-03    2     4422     0     1     T
     2221  0.2221000E+00  0.10000E-03    2     4442     0     1     T
     2231  0.2231000E+00  0.10000E-03    2     4462     0     1     T
     2241  0.2241000E+00  0.10000E-03    2     4482     0     1     T
     2251  0.2251000E+00  0.10000E-03    2     4502     0     1     T
     2261  0.2261000E+00  0.10000E-03    2     4522     0     1     T
     2271  0.2271000E+00  0.10000E-03    2     4542     0     1     T
     2281  0.2281000E+00  0.10000E-03    2     4562     0     1     T
     2291  0.2291000E+00  0.10000E-03    2     4582     0     1     T
     2301  0.2301000E+00  0.10000E-03    2     4602     0     1     T
     2311  0.2311000E+00  0.10000E-03    2     4622     0     1     T
     2321  0.2321000E+00  0.10000E-03    2     4642     0     1     T
     2331  0.2331000E+00  0.10000E-03    2     4662     0     1     T
     2341  0.2341000E+00  0.10000E-03    2     4682     0     1     T
     2351  0.2351000E+00  0.10000E-03    2     4702     0     1     T
     2361  0.2361000E+00  0.10000E-03    2     4722     0     1     T
     2371  0.2371000E+00  0.10000E-03    2     4742     0     1     T
     2381  0.2381000E+00  0.10000E-03    2     4762     0     1     T
     2391  0.2391000E+00  0.10000E-03    2     4782     0     1     T
     2401  0.2401000E+00  0.10000E-03    2     4802     0     1     T
     2411  0.2411000E+00  0.10000E-03    2     4822     0     1     T
     2421  0.2421000E+00  0.10000E-03    2     4842     0     1     T
     2431  0.2431000E+00  0.10000E-03    2     4862     0     1     T
     2441  0.2441000E+00  0.10000E-03    2     4882     0     1     T
     2451  0.2451000E+00  0.10000E-03    2     4902     0     1     T
     2461  0.2461000E+00  0.10000E-03    2     4922     0     1     T
     2471  0.2471000E+00  0.10000E-03    2     4942     0     1     T
     2481  0.2481000E+00  0.10000E-03    2     4962     0     1     T
     2491  0.2491000E+00  0.10000E-03    2     4982     0     1     T
     2501  0.2501000E+00  0.10000E-03    2     5002     0     1     T
     2511  0.2511000E+00  0.10000E-03    2     5022     0     1     T
     2521  0.2521000E+00  0.10000E-03    2     5042     0     1     T
     2531  0.2531000E+00  0.10000E-03    2     5062     0     1     T
     2541  0.2541000E+00  0.10000E-03    2     5082     0     1     T
     2551  0.2551000E+00  0.10000E-03    2     5102     0     1     T
     2561  0.2561000E+00  0.10000E-03    2     5122     0     1     T
     2571  0.2571000E+00  0.10000E-03    2     5142     0     1     T
     2581  0.2581000E+00  0.10000E-03    2     5162     0     1     T
     2591  0.2591000E+00  0.10000E-03    2     5182     0     1     T
     2601  0.2601000E+00  0.10000E-03    2     5202     0     1     T
     2611  0.2611000E+00  0.10000E-03    2     5222     0     1     T
     2621  0.2621000E+00  0.10000E-03    2     5242     0     1     T
     2631  0.2631000E+00  0.10000E-03    2     5262     0     1     T
     2641  0.2641000E+00  0.10000E-03    2     5282     0     1     T
     2651  0.2651000E+00  0.10000E-03    2     5302     0     1     T
     2661  0.2661000E+00  0.10000E-03    2     5322     0     1     T
     2671  0.2671000E+00  0.10000E-03    2     5342     0     1     T
     2681  0.2681000E+00  0.10000E-03    2     5362     0     1     T
     2691  0.2691000E+00  0.10000E-03    2     5382     0     1     T
     2701  0.2701000E+00  0.10000E-03    2     5402     0     1     T
     2711  0.2711000E+00  0.10000E-03    2     5422     0     1     T
     2721  0.2721000E+00  0.10000E-03    2     5442     0     1     T
     2731  0.2731000E+00  0.10000E-03    2     5462     0     1     T
     2741  0.2741000E+00  0.10000E-03    2     5482     0     1     T
     2751  0.2751000E+00  0.10000E-03    2     5502     0     1     T
     2761  0.2761000E+00  0.10000E-03    2     5522     0     1     T
     2771  0.2771000E+00  0.10000E-03    2     5542     0     1     T
     2781  0.2781000E+00  0.10000E-03    2     5562     0     1     T
     2791  0.2791000E+00  0.10000E-03    2     5582     0     1     T
     2801  0.2801000E+00  0.10000E-03    2     5602     0     1     T
     2811  0.2811000E+00  0.10000E-03    2     5622     0     1     T
     2821  0.2821000E+00  0.10000E-03    2     5642     0     1     T
     2831  0.2831000E+00  0.10000E-03    2     5662     0     1     T
     2841  0.2841000E+00  0.10000E-03    2     5682     0     1     T
     2851  0.2851000E+00  0.10000E-03    2     5702     0     1     T
     2861  0.2861000E+00  0.10000E-03    2     5722     0     1     T
     2871  0.2871000E+00  0.10000E-03    2     5742     0     1     T
     2881  0.2881000E+00  0.10000E-03    2     5762     0     1     T
     2891  0.2891000E+00  0.10000E-03    2     5782     0     1     T
     2901  0.2901000E+00  0.10000E-03    2     5802     0     1     T
     2911  0.2911000E+00  0.10000E-03    2     5822     0     1     T
     2921  0.2921000E+00  0.10000E-03    2     5842     0     1     T
     2931  0.2931000E+00  0.10000E-03    2     5862     0     1     T
     2941  0.2941000E+00  0.10000E-03    2     5882     0     1     T
     2951  0.2951000E+00  0.10000E-03    2     5902     0     1     T
     2961  0.2961000E+00  0.10000E-03    2     5922     0     1     T
     2971  0.2971000E+00  0.10000E-03    2     5942     0     1     T
     2981  0.2981000E+00  0.10000E-03    2     5962     0     1     T
     2991  0.2991000E+00  0.10000E-03    2     5982     0     1     T
     3000  0.3000000E+00  0.10000E-03    2     6000     0     1     T
     3001  0.3001000E+00  0.10000E-03    2     6002     0     1     T
     3011  0.3011000E+00  0.10000E-03    2     6022     0     1     T
     3021  0.3021000E+00  0.10000E-03    2     6042     0     1     T
     3031  0.3031000E+00  0.10000E-03    2     6062     0     1     T
     3041  0.3041000E+00  0.10000E-03    2     6082     0     1     T
     3051  0.3051000E+00  0.10000E-03    2     6102     0     1     T
     3061  0.3061000E+00  0.10000E-03    2     6122     0     1     T
     3071  0.3071000E+00  0.10000E-03    2     6142     0     1     T
     3081  0.3081000E+00  0.10000E-03    2     6162     0     1     T
     3091  0.3091000E+00  0.10000E-03    2     6182     0     1     T
     3101  0.3101000E+00  0.10000E-03    2     6202     0     1     T
     3111  0.3111000E+00  0.10000E-03    2     6222     0     1     T
     3121  0.3121000E+00  0.10000E-03    2     6242     0     1     T
     3131  0.3131000E+00  0.10000E-03    2     6262     0     1     T
     3141  0.3141000E+00  0.10000E-03    2     6282     0     1     T
     3151  0.3151000E+00  0.10000E-03    2     6302     0     1     T
     3161  0.3161000E+00  0.10000E-03    2     6322     0     1     T
     3171  0.3171000E+00  0.10000E-03    2     6342     0     1     T
     3181  0.3181000E+00  0.10000E-03    2     6362     0     1     T
     3191  0.3191000E+00  0.10000E-03    2     6382     0     1     T
     3201  0.3201000E+00  0.10000E-03    2     6402     0     1     T
     3211  0.3211000E+00  0.10000E-03    2     6422     0     1     T
     3221  0.3221000E+00  0.10000E-03    2     6442     0     1     T
     3231  0.3231000E+00  0.10000E-03    2     6462     0     1     T
     3241  0.3241000E+00  0.10000E-03    2     6482     0     1     T
     3251  0.3251000E+00  0.10000E-03    2     6502     0     1     T
     3261  0.3261000E+00  0.10000E-03    2     6522     0     1     T
     3271  0.3271000E+00  0.10000E-03    2     6542     0     1     T
     3281  0.3281000E+00  0.10000E-03    2     6562     0     1     T
     3291  0.3291000E+00  0.10000E-03    2     6582     0     1     T
     3301  0.3301000E+00  0.10000E-03    2     6602     0     1     T
     3311  0.3311000E+00  0.10000E-03    2     6622     0     1     T
     3321  0.3321000E+00  0.10000E-03    2     6642     0     1     T
     3331  0.3331000E+00  0.10000E-03    2     6662     0     1     T
     3341  0.3341000E+00  0.10000E-03    2     6682     0     1     T
     3351  0.3351000E+00  0.10000E-03    2     6702     0     1     T
     3361  0.3361000E+00  0.10000E-03    2     6722     0     1     T
     3371  0.3371000E+00  0.10000E-03    2     6742     0     1     T
     3381  0.3381000E+00  0.10000E-03    2     6762     0     1     T
     3391  0.3391000E+00  0.10000E-03    2     6782     0     1     T
     3401  0.3401000E+00  0.10000E-03    2     6802     0     1     T
     3411  0.3411000E+00  0.10000E-03    2     6822     0     1     T
     3421  0.3421000E+00  0.10000E-03    2     6842     0     1     T
     3431  0.3431000E+00  0.10000E-03    2     6862     0     1     T
     3441  0.3441000E+00  0.10000E-03    2     6882     0     1     T
     3451  0.3451000E+00  0.10000E-03    2     6902     0     1     T
     3461  0.3461000E+00  0.10000E-03    2     6922     0     1     T
     3471  0.3471000E+00  0.10000E-03    2     6942     0     1     T
     3481  0.3481000E+00  0.10000E-03    2     6962     0     1     T
     3491  0.3491000E+00  0.10000E-03    2     6982     0     1     T
     3501  0.3501000E+00  0.10000E-03    2     7002     0     1     T
     3511  0.3511000E+00  0.10000E-03    2     7022     0     1     T
     3521  0.3521000E+00  0.10000E-03    2     7042     0     1     T
     3531  0.3531000E+00  0.10000E-03    2     7062     0     1     T
     3541  0.3541000E+00  0.10000E-03    2     7082     0     1     T
     3551  0.3551000E+00  0.10000E-03    2     7102     0     1     T
     3561  0.3561000E+00  0.10000E-03    2     7122     0     1     T
     3571  0.3571000E+00  0.10000E-03    2     7142     0     1     T
     3581  0.3581000E+00  0.10000E-03    2     7162     0     1     T
     3591  0.3591000E+00  0.10000E-03    2     7182     0     1     T
     3601  0.3601000E+00  0.10000E-03    2     7202     0     1     T
     3611  0.3611000E+00  0.10000E-03    2     7222     0     1     T
     3621  0.3621000E+00  0.10000E-03    2     7242     0     1     T
     3631  0.3631000E+00  0.10000E-03    2     7262     0     1     T
     3641  0.3641000E+00  0.10000E-03    2     7282     0     1     T
     3651  0.3651000E+00  0.10000E-03    2     7302     0     1     T
     3661  0.3661000E+00  0.10000E-03    2     7322     0     1     T
     3671  0.3671000E+00  0.10000E-03    2     7342     0     1     T
     3681  0.3681000E+00  0.10000E-03    2     7362     0     1     T
     3691  0.3691000E+00  0.10000E-03    2     7382     0     1     T
     3701  0.3701000E+00  0.10000E-03    2     7402     0     1     T
     3711  0.3711000E+00  0.10000E-03    2     7422     0     1     T
     3721  0.3721000E+00  0.10000E-03    2     7442     0     1     T
     3731  0.3731000E+00  0.10000E-03    2     7462     0     1     T
     3741  0.3741000E+00  0.10000E-03    2     7482     0     1     T
     3751  0.3751000E+00  0.10000E-03    2     7502     0     1     T
     3761  0.3761000E+00  0.10000E-03    2     7522     0     1     T
     3771  0.3771000E+00  0.10000E-03    2     7542     0     1     T
     3781  0.3781000E+00  0.10000E-03    2     7562     0     1     T
     3791  0.3791000E+00  0.10000E-03    2     7582     0     1     T
     3801  0.3801000E+00  0.10000E-03    2     7602     0     1     T
     3811  0.3811000E+00  0.10000E-03    2     7622     0     1     T
     3821  0.3821000E+00  0.10000E-03    2     7642     0     1     T
     3831  0.3831000E+00  0.10000E-03    2     7662     0     1     T
     3841  0.3841000E+00  0.10000E-03    2     7682     0     1     T
     3851  0.3851000E+00  0.10000E-03    2     7702     0     1     T
     3861  0.3861000E+00  0.10000E-03    2     7722     0     1     T
     3871  0.3871000E+00  0.10000E-03    2     7742     0     1     T
     3881  0.3881000E+00  0.10000E-03    2     7762     0     1     T
     3891  0.3891000E+00  0.10000E-03    2     7782     0     1     T
     3901  0.3901000E+00  0.10000E-03    2     7802     0     1     T
     3911  0.3911000E+00  0.10000E-03    2     7822     0     1     T
     3921  0.3921000E+00  0.10000E-03    2     7842     0     1     T
     3931  0.3931000E+00  0.10000E-03    2     7862     0     1     T
     3941  0.3941000E+00  0.10000E-03    2     7882     0     1     T
     3951  0.3951000E+00  0.10000E-03    2     7902     0     1     T
     3961  0.3961000E+00  0.10000E-03    2     7922     0     1     T
     3971  0.3971000E+00  0.10000E-03    2     7942     0     1     T
     3981  0.3981000E+00  0.10000E-03    2     7962     0     1     T
     3991  0.3991000E+00  0.10000E-03    2     7982     0     1     T
     4000  0.4000000E+00  0.10000E-03    2     8000     0     1     T
     4001  0.4001000E+00  0.10000E-03    2     8002     0     1     T
     4011  0.4011000E+00  0.10000E-03    2     8022     0     1     T
     4021  0.4021000E+00  0.10000E-03    2     8042     0     1     T
     4031  0.4031000E+00  0.10000E-03    2     8062     0     1     T
     4041  0.4041000E+00  0.10000E-03    2     8082     0     1     T
     4051  0.4051000E+00  0.10000E-03    2     8102     0     1     T
     4061  0.4061000E+00  0.10000E-03    2     8122     0     1     T
     4071  0.4071000E+00  0.10000E-03    2     8142     0     1     T
     4081  0.4081000E+00  0.10000E-03    2     8162     0     1     T
     4091  0.4091000E+00  0.10000E-03    2     8182     0     1     T
     4101  0.4101000E+00  0.10000E-03    2     8202     0     1     T
     4111  0.4111000E+00  0.10000E-03    2     8222     0     1     T
     4121  0.4121000E+00  0.10000E-03    2     8242     0     1     T
     4131  0.4131000E+00  0.10000E-03    2     8262     0     1     T
     4141  0.4141000E+00  0.10000E-03    2     8282     0     1     T
     4151  0.4151000E+00  0.10000E-03    2     8302     0     1     T
     4161  0.4161000E+00  0.10000E-03    2     8322     0     1     T
     4171  0.4171000E+00  0.10000E-03    2     8342     0     1     T
     4181  0.4181000E+00  0.10000E-03    2     8362     0     1     T
     4191  0.4191000E+00  0.10000E-03    2     8382     0     1     T
     4201  0.4201000E+00  0.10000E-03    2     8402     0     1     T
     4211  0.4211000E+00  0.10000E-03    2     8422     0     1     T
     4221  0.4221000E+00  0.10000E-03    2     8442     0     1     T
     4231  0.4231000E+00  0.10000E-03    2     8462     0     1     T
     4241  0.4241000E+00  0.10000E-03    2     8482     0     1     T
     4251  0.4251000E+00  0.10000E-03    2     8502     0     1     T
     4261  0.4261000E+00  0.10000E-03    2     8522     0     1     T
     4271  0.4271000E+00  0.10000E-03    2     8542     0     1     T
     4281  0.4281000E+00  0.10000E-03    2     8562     0     1     T
     4291  0.4291000E+00  0.10000E-03    2     8582     0     1     T
     4301  0.4301000E+00  0.10000E-03    2     8602     0     1     T
     4311  0.4311000E+00  0.10000E-03    2     8622     0     1     T
     4321  0.4321000E+00  0.10000E-03    2     8642     0     1     T
     4331  0.4331000E+00  0.10000E-03    2     8662     0     1     T
