,ID,random_seed,number_layers,number_units,LAA,number_res,number_ub,weight_values_ic,weight_values_ub,weight_values_lb,ALR,iterations,batch_size,RAR,new_residual_points,time_Adam,time_BFGS,theta_L2_relative_error,theta_abs_relative_error,theta_max_error,psi_L2_relative_error,psi_abs_relative_error,psi_max_error,loss_ub,loss_lb,loss_ic,loss_res
285,36,5,5,50,True,10000,1000,10,1,30,False,100000,128,False,10,1794.2123123029999,2.318538568999884,0.0010364324924847289,0.0008500319922765379,0.0023867644330656246,0.004729504052224609,0.004379724474177878,0.043858102937428534,5.8607205999999996e-08,7.775175e-10,1.5237571e-08,7.408665400000001e-07
286,37,6,5,50,True,10000,1000,10,1,30,False,100000,128,False,10,1720.9995894120002,2.2901309779999792,0.0007814774320070565,0.0006352042949749854,0.0010421715456472025,0.0019639306276908884,0.002545238778645827,0.01653229130470457,2.1777986e-08,3.1642622000000003e-10,1.7400593e-09,2.8061964e-07
287,38,7,5,50,True,10000,1000,10,1,30,False,100000,128,False,10,1712.2012692900003,2.265716416000032,0.004408084363156986,0.0021572375686019687,0.02090543787255761,0.02131538173568586,0.014117916154569829,0.1992862779301161,3.3924877000000005e-08,1.0378663e-10,2.978158e-08,7.9550597e-07
288,39,8,5,50,True,10000,1000,10,1,30,False,100000,128,False,10,1714.0961839590009,2.3028629809996346,0.00166637659429571,0.0011991965969293005,0.007433745392878638,0.006781534487472948,0.005993628914094679,0.06609231581253772,2.8338353999999996e-07,5.8070787e-10,4.876682e-08,1.0183493e-06
289,40,9,5,50,True,10000,1000,10,1,30,False,100000,128,False,10,1744.2927542080006,2.436719737999738,0.0023966230623557335,0.001389059638839325,0.012835416325648413,0.010962110375510986,0.008016460960076298,0.11174565901322131,9.7167394e-08,4.962019e-10,2.7551192e-08,8.805696e-07
290,41,0,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,1782.9364598680004,2.5269107589992927,0.0016414777517552465,0.001223184116180452,0.007212179079507497,0.006991534314772355,0.006488747398834478,0.06167139582942016,2.7744582e-07,7.982545e-10,9.0298705e-08,1.3511218e-06
291,42,1,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,1855.1546365470003,2.4601784880014748,0.0014458968671471186,0.0010484594622068891,0.006702529564355519,0.005842772372610552,0.005274263025100884,0.0562935506300426,2.3642450000000001e-07,1.3789864e-10,7.583684e-08,1.3483228e-06
292,43,2,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,1929.2609215700013,2.8181359059999522,0.0008098182411553847,0.0006289720281268747,0.002739957989974673,0.0026819933292526453,0.0028217201970323342,0.03178947864161685,1.7196571e-07,5.7954082999999996e-11,2.519659e-08,8.661334999999999e-07
293,44,3,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,1917.2881041270011,2.7727567629990517,0.0028259703839044483,0.0016621233768533519,0.013238313922007666,0.013070336637513256,0.009788006788613229,0.12402230087933486,2.1783235000000001e-07,6.351449e-11,8.794331e-08,1.0957791999999999e-06
294,45,4,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,1964.0627415039999,2.8337989629981166,0.0011917725645707298,0.0008845693870801751,0.004900413879473792,0.004871116956212958,0.004538710071394502,0.04572254766983752,6.4282446e-08,8.061073e-11,2.8194512000000002e-08,9.1468377e-07
295,46,5,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,2011.449917539001,3.0767660750025243,0.0013737752222006106,0.0009077249218866405,0.006068366893847571,0.006208430554133359,0.00503185116739862,0.05814033333477919,1.3846136999999998e-07,1.5102054e-10,3.9160625e-08,9.753691e-07
296,47,6,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,2126.783698719002,3.1841152849992795,0.0015664522427218286,0.00101648737187134,0.007693859115098622,0.007033921923726406,0.005648624284268809,0.0688205396131969,1.6553254000000003e-07,1.6286177e-10,3.1823773999999995e-08,7.445763e-07
297,48,7,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,2094.793023909002,3.1006938610007637,0.0020576034506415955,0.001384418086354806,0.010178032645304785,0.00882951096430756,0.0073136925357329356,0.09178883184952502,8.9874426e-08,1.2871436e-10,3.2029099999999994e-08,1.4322786000000001e-06
298,49,8,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,2137.9309243440002,3.1511981039984676,0.0012502337621405207,0.0007878655943442525,0.006694646850083974,0.005398189148958713,0.004269756750467148,0.05529489093134887,2.8094988e-07,4.2313136e-10,5.271507700000001e-08,8.860720299999999e-07
299,50,9,5,50,True,10000,1000,10,1,100,False,100000,128,False,10,2134.1420107550002,3.206275859996822,0.008452187681633647,0.00403926611030859,0.038637924001364676,0.039448580200240016,0.025981303187854486,0.3558402616184706,1.2542597e-07,7.342122e-10,6.316971e-08,1.3006118999999998e-06
300,1,0,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2197.162707693,2.364706574000138,0.0016575588388102213,0.0012382267061376029,0.008356960788224843,0.006363980647886346,0.0060818813059007075,0.06880917125056274,7.461319e-09,2.2871448999999998e-08,1.1799937e-08,8.3716026e-07
301,2,1,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2229.8727701280004,2.567287793000105,0.0009724287441763564,0.0007567895234397541,0.0033633888146559765,0.0029805881984579096,0.0032579388277816563,0.02890084037797691,6.6172214e-09,3.976607e-08,1.9833125e-08,9.355937299999999e-07
302,3,2,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2198.986425307,2.3533280609999565,0.0027001498384852628,0.0020721287615116622,0.010557668581460622,0.00962917383947974,0.009703701466141117,0.08889331393549926,4.227339e-09,1.3542111e-08,7.850397e-09,1.3812573000000001e-06
303,4,3,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2186.696139814,2.434906716000114,0.00077478118050737,0.0005804918992974623,0.0030703167336422754,0.0026890586093377975,0.002572733436928833,0.03098154009049292,7.2368733e-09,1.7611196e-08,6.6493304e-09,7.363618000000001e-07
304,5,4,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2193.6424513990005,2.5187281149992486,0.0012901387688544334,0.0010100496279355693,0.004207126321120913,0.0034141191290193245,0.004222957505807708,0.029831874559054228,3.8931987e-09,1.1836561000000001e-08,1.0378064000000001e-08,8.928827e-07
305,6,5,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2207.366026664,2.538329187000272,0.002544745817086059,0.0015853829184539047,0.011927637585719214,0.011867825043456088,0.009191241527131813,0.10643726934952502,7.3738864e-09,6.6003647e-09,1.8146073e-08,7.402760500000001e-07
306,7,6,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2214.659436913,2.572307169000851,0.0012249814719830997,0.0009718594649380112,0.0024332668687747083,0.005636793518428538,0.004909317245622711,0.05125327524728762,7.1096817e-09,2.4611529999999998e-08,1.3571271999999999e-08,8.8753745e-07
307,8,7,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2253.3457837590013,2.621810436998203,0.003121898276413184,0.0019077477434266187,0.013500112102179496,0.015148416464738053,0.011217165304388781,0.13665586296734755,1.7436651e-08,3.2145252e-08,1.4714863e-08,6.3542706e-07
308,9,8,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2284.1923552139997,2.648360538001725,0.0026204682191318072,0.0015586154067403232,0.01256764151141515,0.012304497958077113,0.009506254046389453,0.10657030691666369,6.1294627e-09,1.9379158e-08,1.2229534e-08,9.095999e-07
309,10,9,5,50,True,10000,1000,10,10,1,False,100000,128,False,10,2309.280155176002,2.456417427998531,0.0008759423170462607,0.0006698255450718751,0.0021331380026776148,0.002159271874902773,0.0026592510074928675,0.016950563760471216,3.7924903e-09,1.4058042e-08,4.6116400000000004e-09,6.2199786e-07
310,11,0,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2291.11034295,2.5839959449986054,0.001462317698907638,0.0008967552111596645,0.008289294615243581,0.006411179834384473,0.005027604509655312,0.06924356990168579,3.4920407e-09,2.2231283e-09,6.2443632e-09,4.7527970000000003e-07
311,12,1,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2313.0786955490003,2.5851592060025723,0.0011503309642068988,0.0009261848430866714,0.004432129040216115,0.0040252609460988825,0.00434278316260422,0.038255830338697505,4.9890567e-09,2.4241444e-09,9.679109e-09,8.492506e-07
312,13,2,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2331.8815448179994,2.5441867469999124,0.0018375589190404219,0.0014863198274398604,0.004592122807954457,0.004785194714736868,0.006107113764118855,0.03537949766563675,4.9744058e-09,2.4347908e-09,1.6544389e-08,1.2349448999999998e-06
313,14,3,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2251.748852186,3.15524668199987,0.0011538509017959865,0.0008795939820492909,0.005962522998307851,0.004011630999835691,0.004038057216288808,0.046320764679186555,4.8902336e-09,4.84167e-09,3.7037629999999998e-09,6.673296e-07
314,15,4,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2226.3551255269995,2.521955840999908,0.0012925198555066083,0.0007508183653595388,0.004981085115791206,0.007032675967337596,0.004883168790180876,0.0677255896963258,2.2821430000000003e-09,3.5421364e-09,2.4433902e-09,3.7009698e-07
315,16,5,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2241.344281187001,2.508812018999379,0.0010365606509217867,0.0007565722808608022,0.004132422611861197,0.0046625848652643055,0.00410199117083349,0.04233437363324111,9.894838e-09,6.4719536e-09,2.5569872000000006e-08,5.230594400000001e-07
316,17,6,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2237.999761547999,2.6967427389990917,0.0009066831275243246,0.0006663566851142004,0.004928084388230947,0.0034917465807046597,0.003144125252041619,0.04023541980097778,1.7545049e-09,2.6583467e-09,5.9035967e-09,4.3883333000000003e-07
317,18,7,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2234.1252537210003,2.6030401610005356,0.0014689723745564705,0.0011284534064957591,0.003299697691322212,0.005142855244886172,0.005243153451332189,0.04382293504849866,4.512043e-09,9.987716e-09,1.2133666e-08,9.202615e-07
318,19,8,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2258.8850569839997,2.747542033999707,0.0012975949903317422,0.000962063369060402,0.006275506988023427,0.004549163336643896,0.004530971385690662,0.0483878537599971,1.1377055000000001e-08,2.9019647e-09,2.5464286999999998e-08,1.2043699e-06
319,20,9,5,50,True,10000,1000,10,10,3,False,100000,128,False,10,2270.1586557580013,2.623493387000053,0.0010081355534533772,0.0007577966231916417,0.0037433973698364764,0.0032543895533869173,0.0034888259136894337,0.03158845477412231,2.326679e-09,1.6978192e-09,5.4903864e-09,5.553699e-07
320,21,0,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2269.6971047689985,2.6364295649982523,0.0013156344251259156,0.0009357563930696877,0.007149251475785878,0.005316717821640427,0.004845530769245114,0.05707415785240433,3.0725718e-09,2.4340460000000003e-09,1.0224059000000002e-08,6.832791e-07
321,22,1,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2284.994225025999,2.6508954830023868,0.0004858809486108163,0.0003365056650996021,0.0020947781724096615,0.0032172869295554914,0.0020991067265331872,0.04441209253854739,4.362425999999999e-09,6.320382599999999e-10,5.4813625e-09,4.099651e-07
322,23,2,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2279.5697827799995,3.088373918002617,0.0021736835715076464,0.0016313479936174646,0.007152560481150733,0.009155092881600926,0.008471648104121472,0.06425768484635119,2.1011056e-08,5.996143e-10,1.3527631000000002e-08,1.0600589e-06
323,24,3,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2300.744588220001,2.758996588003356,0.001289996622946073,0.0010946998388566013,0.004521759524797109,0.0036576695327985155,0.004547030037665456,0.0366378709261348,4.566911e-09,4.5398418e-10,6.85808e-09,5.949991e-07
324,25,4,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2293.8286547319985,2.557068062000326,0.0005677519246606881,0.0004317997259578837,0.0016551904160009012,0.002450704652531008,0.0021806593909759657,0.02404182237760022,4.051922999999999e-09,5.82169e-10,5.0265645e-09,3.9018974e-07
325,26,5,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2292.539006564999,2.50506342099834,0.0015793984340127232,0.001106866708989472,0.007238196506951955,0.006964396064994471,0.005892418133645877,0.06213456739945178,4.018713e-09,6.9503164e-10,1.5953546e-08,8.839643000000001e-07
326,27,6,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2396.1551647960005,2.919619029999012,0.0009518503337024849,0.0006929530141653825,0.002593211354537661,0.003167062975209068,0.002978329857893286,0.030030370011408625,5.1011679999999994e-09,9.58296e-10,1.2197981000000002e-08,7.231851000000001e-07
327,28,7,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2411.515687842002,3.2040868399999454,0.0020154472400855986,0.001532527195179167,0.003156817974372561,0.004523775782739269,0.005878519613282849,0.03639262614833072,9.068061e-09,4.5587147e-09,3.7598337e-08,2.1990452e-06
328,29,8,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2264.0785402889996,2.65200863400014,0.0007636621996956393,0.0005581704551971978,0.0035639277844177752,0.0033611186521889836,0.0029619461062727914,0.02753051962303421,6.5016885e-09,8.20646e-10,2.5242223999999997e-08,7.586008000000001e-07
329,30,9,5,50,True,10000,1000,10,10,10,False,100000,128,False,10,2257.763309538,2.550292480999815,0.0011641066610038526,0.0009494438074779252,0.004166441336129811,0.003379917734923206,0.004033011156308108,0.03319606031822464,3.0496683e-09,1.2741354e-09,8.846892e-09,5.668643e-07
330,31,0,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2270.0708729360003,2.7276937630003886,0.0012175671406315432,0.0010316019345381917,0.003901021852944997,0.004117565819186368,0.004744331746344212,0.030143825668566437,1.1893046e-08,9.873424e-10,2.2011905e-08,8.8250357e-07
331,32,1,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2251.7364391560004,2.5829879640004947,0.0008053809039272566,0.0006295881718855752,0.003311477126403506,0.0027571410149395824,0.0029645749002587193,0.025240986007921906,7.512859e-09,3.3236178e-10,1.2078335e-08,9.221914e-07
332,33,2,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2196.017385596,2.4051604569995106,0.002221932990317242,0.0017792837530173531,0.0026597560730773073,0.004933809818923748,0.006903811118408806,0.023655076554517818,7.476374e-09,1.970753e-10,1.1160789e-08,1.2961543e-06
333,34,3,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2204.0840088229997,2.578761442000541,0.0008401192375523462,0.0006549028250570655,0.0029430828768239603,0.0038254108881171167,0.0033852005952745633,0.043894460622229126,1.8983538e-08,6.0577554e-10,2.6871499e-08,1.1322798999999999e-06
334,35,4,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2233.464429066,3.286410878001334,0.001003665259405091,0.0006764554851594512,0.0052299819140183,0.004133908778064108,0.0035766146669435435,0.03900753278506741,6.7513413e-09,1.5726458e-09,2.2117418999999997e-08,6.055637399999999e-07
335,36,5,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2187.5630007580003,2.4894371970003704,0.002188841543627612,0.0015442095706986398,0.010848569997866736,0.009214877169330064,0.008117141903865631,0.09259047084162719,7.316313e-08,1.0054223e-09,1.0158375999999998e-07,1.7651487e-06
336,37,6,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2315.0024582219994,3.43059986499793,0.002482482549210302,0.0018785761705191514,0.0046702644972549945,0.006349832602508499,0.0077838210359417745,0.03846162257777408,2.2701284e-08,1.4721112e-09,3.552335e-08,2.2183028e-06
337,38,7,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2316.9310794390003,2.728148135000083,0.001093746848220572,0.0008215082647760493,0.004173410758520457,0.00325677634845766,0.003497676934507133,0.03184701185451999,2.5404252999999998e-08,1.5056763e-09,1.9904683999999997e-08,1.1087475e-06
338,39,8,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2345.2096357560004,2.6404435690019454,0.0011781748779553522,0.0009653724870406388,0.0026978473084408594,0.0029671927639824585,0.00384592688498973,0.0333830684243317,5.9112969999999995e-09,6.8583295e-10,2.9567179e-08,1.3786178e-06
339,40,9,5,50,True,10000,1000,10,10,30,False,100000,128,False,10,2323.802192508003,2.573553357000492,0.001438059687961779,0.0011641302706812736,0.005191194191430715,0.004619278479709817,0.0053208528594887085,0.04082187857078812,2.5532867e-09,7.589293599999999e-10,8.307332000000001e-09,7.911792e-07
340,41,0,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2278.4412381170005,2.5557268439988547,0.000896858979079733,0.000582602654542558,0.0053762973633605105,0.004198446881150041,0.0033542040600438965,0.045728107026319575,4.393188e-09,1.2232966999999998e-10,2.3913321e-08,7.374574699999999e-07
341,42,1,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2110.2633949260003,2.7158900880003785,0.001208694501079104,0.0008853015573079892,0.005684349068720923,0.005104688083246409,0.004557544699725881,0.051851097245643185,1.5339546999999998e-08,3.5975699999999993e-10,2.8976341e-08,9.744589000000001e-07
342,43,2,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2073.354842462,2.387373018999824,0.0015220367288417028,0.0012410864576071926,0.0013074464164692379,0.003380944342085136,0.004747480512557905,0.034467634540664704,1.4544703000000002e-08,1.8997183e-10,2.6860395e-08,1.2077847e-06
343,44,3,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2056.635793501,2.7371775960000377,0.0016718299575122133,0.001115860959273509,0.008118081220706092,0.007597536039002373,0.006213038443098697,0.07371265043778186,1.1075642e-08,2.3117626e-10,2.1465752e-08,7.2730177e-07
344,45,4,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2067.691079385,2.3413376429998607,0.0011864371636583176,0.0007694357711365908,0.003670810179521089,0.006593067407648218,0.004708441732317402,0.10994928775416568,8.574981e-09,8.799403e-10,2.0929614999999999e-07,1.0697007e-06
345,46,5,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2088.1370813430003,2.45945434100031,0.0023798017804424346,0.0016553443297593698,0.01040929771945348,0.010607672659181867,0.008951377373098897,0.09467415493474896,2.2549462999999998e-08,1.9341445e-10,4.9532292999999994e-08,1.2710864e-06
346,47,6,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2079.224505870001,2.3417708430006314,0.001186334711816251,0.000938329884457315,0.0013385741939324625,0.0031285254290640786,0.003819113497077654,0.03713005481349185,1.683935e-08,1.3376203e-10,3.789761e-08,1.155945e-06
347,48,7,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2088.5447283949998,2.4941155790002085,0.0015588063389801066,0.0009360694320611586,0.006169810348869209,0.008021022868552092,0.005806214207894383,0.08168788272394245,4.8940656e-09,1.3501253e-10,1.9350825e-08,7.131126999999999e-07
348,49,8,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2112.832645913999,3.086296378998668,0.0007720831627570741,0.000650655876800793,0.0027859828619705707,0.002656705275562548,0.003022332788483047,0.024770674091445954,8.4056495e-09,1.6544283999999998e-10,1.5051878000000002e-08,1.3602334999999999e-06
349,50,9,5,50,True,10000,1000,10,10,100,False,100000,128,False,10,2149.917903550002,2.5260263130003295,0.0010312833383309655,0.0007208982568025616,0.005103411450837758,0.004371647049537418,0.0038104574335825828,0.04148568682978637,1.2569026999999999e-08,5.5830677e-11,2.4911664e-08,8.617891e-07
350,1,0,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,2064.55845296,2.659792728999946,0.0021816203684899894,0.0013032373097826564,0.011128875516869474,0.012025467348635794,0.008017488008188214,0.142103847843277,2.7268636e-09,3.6306773e-08,4.0474828000000003e-07,3.173165e-06
351,2,1,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,2014.8403583949998,2.5701492409998536,0.0034283794747003373,0.0016738298070295646,0.018918024673913625,0.015998418592682154,0.010995205017106468,0.15053309970210083,1.6777820000000002e-09,3.7101113e-08,1.3029486e-07,3.3538013e-06
352,3,2,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1963.728382933,2.459627258999717,0.0019671367396104237,0.00149652832107158,0.006961393484194861,0.00829027243052499,0.007735720556099414,0.06581459664194034,3.331595e-09,4.864845e-08,1.15519626e-07,3.215063e-06
353,4,3,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1955.9509937089997,2.4507535270004155,0.00130183460333649,0.0009884841451000997,0.005626115330775366,0.0045598676747923795,0.004667070026511878,0.049389977982740474,1.6124613e-09,2.45836e-08,4.0241584000000004e-08,9.23962e-07
354,5,4,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1959.3128090400005,2.552890393999405,0.0013267087177255405,0.0010915944876869737,0.004496768659233208,0.005958132471658527,0.005437527799268626,0.11172002254115299,3.7065861e-09,8.085467999999998e-08,3.106349e-07,2.7931892e-06
355,6,5,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1956.1350856980007,2.8642401859997335,0.004741993327980656,0.0025097351222551113,0.02276484979065238,0.022205765268401876,0.015593232658219873,0.1899929677443004,1.5713264e-09,8.8422006e-08,2.7577829999999997e-07,1.9752265e-06
356,7,6,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1996.9045847850011,2.918507806998605,0.006575706109629374,0.003668422586944625,0.030814287259430917,0.03574425807291974,0.02323847744829201,0.39630145247759874,9.643446e-10,4.6042575999999995e-08,4.0783390000000003e-07,2.4647716e-06
357,8,7,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,1979.0267652309994,3.1012935180006025,0.002759031343073192,0.0018573071333974004,0.011277672744772982,0.012027123168926523,0.010005189860981763,0.11191898932022815,1.3572684e-09,2.7538514e-08,3.9812083e-08,2.2602928e-06
358,9,8,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,2020.533574899,2.397079209000367,0.0015664587580432382,0.0011444241266521302,0.004784478263665681,0.00809380665901055,0.006651774706874453,0.0691437034048219,2.5903626e-09,3.684959e-08,1.1874805999999999e-07,2.2349711000000004e-06
359,10,9,5,50,True,10000,1000,10,100,1,False,100000,128,False,10,2028.7286462440024,2.2638198220010963,0.0017060135993584992,0.0012259030900490934,0.008125457295497046,0.006979603736805152,0.006238789368985379,0.07199627508682971,8.355436e-10,1.3578439e-07,6.239109e-08,1.6780803e-06
360,11,0,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2039.648155412,2.8402034629980335,0.0027645258631837826,0.002127946737102508,0.009425609761596565,0.012243944330190382,0.010502899465015626,0.13974040446864322,3.4083902e-09,3.696939e-08,4.0296999999999996e-07,2.958399e-06
361,12,1,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2059.737928745002,2.8821749630005797,0.002282112479270587,0.0012181752049046706,0.011287984124104394,0.012090472941533308,0.007984956168933832,0.11706394370379503,5.299849e-09,2.8216595e-08,1.9664239000000003e-07,3.7826671e-06
362,13,2,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2161.6879015619998,3.3599325569994107,0.0009040483025314438,0.0007563544530758528,0.0019696501234190977,0.003014093711426621,0.0032428409988745507,0.059110817295181306,7.2571913e-09,4.8387363e-08,9.2022134e-08,2.5074127999999998e-06
363,14,3,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2323.9782499659996,2.7161037740006577,0.0008251240796992837,0.0006164358135759745,0.004299538507913259,0.0032616228506732224,0.003095037655052436,0.03708189426051334,1.8484309e-09,4.5245859999999995e-09,3.1379304000000004e-08,7.9256967e-07
364,15,4,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2305.7738549060014,3.1536810440011322,0.001179213097231612,0.0009206876602057066,0.0039005053380148924,0.004869450295735529,0.00422553846848198,0.1173059314309235,5.3767426e-09,3.8044202000000005e-08,3.455406e-07,3.1151592e-06
365,16,5,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2314.9164906230035,2.809949330003292,0.00492451116474211,0.002437725170594808,0.024237545505021718,0.023152166268953216,0.015575519994597789,0.20119458784622912,1.2496948e-09,2.6347900000000003e-08,2.3074493e-07,1.8267889e-06
366,17,6,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2572.2362512649997,3.665621446001751,0.004905228921641888,0.002928524382336191,0.01944035012945655,0.02656615592686959,0.018758950159539833,0.23663015681757038,2.3523228e-09,3.3749532999999995e-08,7.8148935e-07,4.109293e-06
367,18,7,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2546.412633887994,3.4760390579976956,0.0021675784188671912,0.0016025314121533038,0.00912453545006095,0.009118620501306596,0.008330139905896162,0.0842173730329967,2.6408344e-09,9.198336999999999e-09,6.372905e-08,2.1862556e-06
368,19,8,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,2565.660882491,2.6704035859947908,0.001141753786927105,0.0007303127966967825,0.003936959819604402,0.0067067000763452065,0.004731520867114314,0.06785498284189151,2.0723285e-09,1.2607504999999999e-08,1.1367041e-07,2.087197e-06
369,20,9,5,50,True,10000,1000,10,100,3,False,100000,128,False,10,1731.5825604150002,2.4991152940001484,0.002041921378353617,0.0015088675125512897,0.006293194666360524,0.009023017077243003,0.008110005790168809,0.059202370029556306,3.0593579e-09,1.0680426999999999e-08,6.6954584e-08,2.7929716e-06
370,21,0,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1738.1981509509997,2.5832480999997642,0.0020671328041435262,0.0011558707344941248,0.010299283169724394,0.011510748079204158,0.007461211757728442,0.13834184108363345,1.2691949e-09,1.020135e-08,3.5628764000000004e-07,2.772061e-06
371,22,1,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1737.0100081159999,2.5591047380003147,0.004975212058781285,0.002537402029871084,0.021808835671095816,0.024017126025638755,0.016346662370002773,0.20661240402874892,4.512647e-09,2.666675e-09,1.05311436e-07,2.0270115e-06
372,23,2,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1757.5483968530007,2.5879141820005316,0.0009535033385553057,0.0007959968081725929,0.0028577179995375734,0.003286354400564758,0.0036311128138679944,0.04874723849879459,2.1229378e-09,3.976472e-09,7.45968e-08,1.552433e-06
373,24,3,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1793.2474127920013,2.219850313000279,0.0026853719196283715,0.001844113183773203,0.010043141342185091,0.012551359650066856,0.010352244674389333,0.11408762615667278,3.4675338e-09,3.0561769e-09,5.9462426e-08,1.6678852e-06
374,25,4,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1782.0440610450005,2.6360310380005103,0.001443574514949427,0.0008504378228856117,0.007092612885453153,0.008209845656766891,0.005186950428164036,0.11972485207406924,9.064565e-09,8.636402e-09,3.5603955e-07,3.7301988e-06
375,26,5,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1765.65568687,2.6022500919998492,0.005310053286102023,0.0026660017000556067,0.027630867734407094,0.025229139526749194,0.017055655446954816,0.21347886671585803,1.3681505e-09,2.2847135e-09,2.975741e-07,1.93596e-06
376,27,6,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1767.8250195960004,2.8414576510003826,0.003749726867237057,0.0021064589844143606,0.015892473056168588,0.020666772507743486,0.013531352850272337,0.19611854869379108,3.0377556e-09,3.2203302e-09,1.5679143e-07,1.9156485e-06
377,28,7,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1787.4960254959997,2.297862503000033,0.0033803667425873797,0.0024366402560153802,0.014217320212443457,0.014201791595698288,0.012698244494794687,0.13243323151287978,8.941341599999999e-10,2.3983395e-09,6.5403064e-08,2.9340094e-06
378,29,8,5,50,True,10000,1000,10,100,10,False,100000,128,False,10,1799.6070734650002,2.6271773480002594,0.0011138127671195704,0.0009026948668689611,0.0029164848068373717,0.003821709581669807,0.003929543936600195,0.08226547859994815,1.7223641e-09,3.3868015e-09,1.5409502e-07,3.4036157e-06
