,ID,random_seed,number_layers,number_units,LAA,number_res,number_ub,weight_values_ic,weight_values_ub,weight_values_lb,ALR,iterations,batch_size,RAR,new_residual_points,time_Adam,time_BFGS,theta_L2_relative_error,theta_abs_relative_error,theta_max_error,psi_L2_relative_error,psi_abs_relative_error,psi_max_error,loss_ub,loss_lb,loss_ic,loss_res,number_weight_parameters
189,10,9,2,30,False,10000,1000,10,10,10,False,100000,128,False,10,906.0844709459998,60.19342258100005,0.005906688327338401,0.004546453007991023,0.00566625158412537,0.013383764568991196,0.017528991434537337,0.1525863232502167,4.1757053000000007e-07,1.1970492e-07,5.847619499999999e-07,1.49732205e-05,990
190,11,0,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,918.3601302890002,107.7648694690015,0.004772204549799691,0.0038996522629671047,0.01535584006101065,0.01620329917134647,0.017077007768800185,0.3725684704670136,1.1488257e-06,1.912105e-07,3.6906880999999997e-06,1.6807815e-05,1720
191,12,1,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,931.581021819,79.314608314,0.008075920832471672,0.006121838225337441,0.029921335801626536,0.033489395127569675,0.030615020046337135,0.3284594457942491,1.8979333999999997e-07,7.1538906e-08,7.718509000000001e-07,1.6776949e-05,1720
192,13,2,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,946.5518320610008,53.76583941900026,0.007472973478324393,0.00543610551741505,0.027226370445172204,0.0318045912256462,0.026771103188951737,0.3358137052852159,7.2684514e-08,1.9007342000000003e-07,1.9386657e-06,1.5502961e-05,1720
193,14,3,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,956.6012301150004,75.71954694899978,0.003678493645108713,0.0026289160587597378,0.01561228620139779,0.017999842875309417,0.013797484610754748,0.2742312970050995,1.7545501000000001e-07,1.3962591e-07,1.7243104e-06,1.418128e-05,1720
194,15,4,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,961.2504807689984,134.09209265999925,0.0034458111809424477,0.0024981763334968104,0.014510802660288147,0.01689671718797199,0.013675426908028563,0.35530386589853213,1.2882284e-06,3.085533e-07,2.6357895000000003e-06,2.4379722e-05,1720
195,16,5,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,970.7809115359996,176.4009948419989,0.0018151006343880905,0.0015344704723756143,0.005230240259470276,0.00935320440128392,0.007833712264503223,0.1430328907856171,4.0496865999999996e-07,4.1661135e-08,4.7381909e-07,7.1288122999999996e-06,1720
196,17,6,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,988.3501860409997,67.43751400100155,0.006684082314916233,0.004982046723369899,0.0265494712443603,0.03159422917761594,0.026399106910436593,0.30292354248849795,8.556582999999999e-08,8.633384e-08,1.9796034e-06,1.5046544e-05,1720
197,18,7,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,997.760586952998,0.872869090999302,0.018758001065569248,0.014936347806075934,0.06025504294425421,0.075840207886947,0.07335425663741973,1.019382578361911,7.4504145999999995e-06,1.1068477e-06,8.087409e-05,0.00037956182,1720
198,19,8,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,1017.5540779119983,117.5254712590031,0.004368354334338691,0.0034843722408314545,0.022315270934404663,0.023336415675175498,0.01945396855082597,0.5044432701954071,3.8329686e-06,1.4504585999999998e-07,8.1018115e-06,3.435965e-05,1720
199,20,9,2,40,False,10000,1000,10,10,10,False,100000,128,False,10,1033.9826646820002,0.9435154320017318,0.015360227754364221,0.012657628722743633,0.06824418130904608,0.07451067098650027,0.06564568970977254,1.100730759132785,2.0389243e-05,1.189429e-06,0.000117555704,0.00035776297,1720
200,1,0,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,891.8953304680001,1.12525027699985,0.004236545225053874,0.0024017933339460017,0.02188386741668158,0.02516661167453873,0.017230155826422514,0.49675522469369815,1.8994193999999998e-06,9.080000999999999e-08,7.025906599999999e-06,5.5679319999999995e-05,2650
201,2,1,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,901.7849978720001,1.3350075369999104,0.0051027394698132805,0.0031352772332680044,0.02273678563549647,0.02840685125850215,0.01926654546712293,0.505130869377536,2.4785834e-07,3.2601672000000004e-08,6.3848946999999995e-06,3.6241836e-05,2650
202,3,2,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,905.1816926439997,86.87871884200013,0.0037500526334686584,0.001934462304321599,0.013017503933717256,0.02393345809985568,0.014217059273203356,0.23303752340861994,2.1389633e-08,2.5993247999999996e-08,3.2136109999999993e-07,2.9768144e-06,2650
203,4,3,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,908.2335619989999,0.9424844229997689,0.006298289598905303,0.003995449791929881,0.02666093130335334,0.03506006225095039,0.024361888241214418,0.4116478981861298,1.866679e-07,4.7024321999999995e-08,3.7444113e-06,2.4202003e-05,2650
204,5,4,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,908.2816684170002,60.95489567599998,0.008174662907820292,0.004379178371307014,0.045154137239004466,0.045835183723398384,0.029117308314510038,0.4917861784501576,3.3311927e-08,1.4580086000000001e-08,1.2360148999999997e-06,7.001209299999999e-06,2650
205,6,5,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,909.8959353970004,96.70207228000072,0.008233557805584501,0.0039311737631774766,0.04483631037190089,0.044343203307140616,0.026492052519243994,0.46513686604191773,2.3327189e-08,1.2898323999999998e-08,5.911884399999999e-07,4.79348e-06,2650
206,7,6,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,915.2080683839995,1.0883966090004833,0.003996069582588925,0.0028191801907008858,0.029321305189432434,0.026134492286800915,0.017690709385189397,0.6216722550281708,1.6394523000000001e-06,1.5891836999999999e-07,1.1490160000000001e-05,9.090439000000001e-05,2650
207,8,7,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,915.318205223999,64.51405255400095,0.0036866241650988997,0.002249762669635773,0.013755228987614526,0.021843027375414405,0.014849649864323033,0.2041124862153052,2.0434459999999997e-08,8.632597e-09,4.1825132000000005e-07,3.9855645e-06,2650
208,9,8,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,917.3788144230002,1.0606894259999535,0.006068392327398699,0.0035001969147526813,0.02744601356116952,0.03425926784404019,0.02346448640360984,0.41569886826364444,1.1669012e-07,2.765993e-08,4.0367127e-06,1.6321757e-05,2650
209,10,9,2,50,True,10000,1000,10,10,10,False,100000,128,False,10,922.3924300559993,79.9583276379999,0.00208337919660624,0.0012769442115142845,0.008454032717422788,0.011513365766595311,0.008173876602321333,0.13007610736476138,2.5453922000000002e-08,1.8047043e-08,4.5276600000000005e-07,3.899152e-06,2650
210,11,0,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,735.1151497589999,0.6539986839998164,0.016503142268690967,0.012639480458553483,0.05151691261321478,0.07029095472641424,0.06172413167690529,0.9221075596698944,9.34516e-06,3.8800441999999997e-07,5.2262498e-05,0.00023177707000000003,2650
211,12,1,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,741.3750289630007,0.9402219410003454,0.0175435165587969,0.013536669529728592,0.05406098786384039,0.08016510938526698,0.06926586134652242,0.9514182629474823,9.702814e-06,8.075324e-08,5.6818855e-05,0.00027997483,2650
212,13,2,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,741.3310238040012,78.24402474999988,0.0067622836609565005,0.0036010420402342045,0.031035257205511424,0.03647156364920984,0.023946330963531076,0.3518185060817247,1.3674178e-07,3.8974696999999996e-08,1.4116187e-06,8.404175e-06,2650
213,14,3,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,747.3373661719997,0.8316310549998889,0.020269321491346796,0.015970980800256353,0.06705441299468451,0.11696343883563469,0.09414506282366025,1.0890275063404267,4.109434e-05,2.5362922000000003e-06,0.00013163638999999998,0.000339728,2650
214,15,4,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,751.8971511150012,83.41243018400019,0.005326473974177024,0.004349950096334219,0.008216500017942718,0.015274787694828462,0.01855118015642028,0.21637116097299502,5.465519000000001e-07,6.051429e-08,1.1592957e-06,1.4788733e-05,2650
215,16,5,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,754.2294577170014,56.00196909799888,0.006576579824510817,0.004009436402414158,0.02966287516071925,0.038656597466788414,0.027171587048969246,0.36010084771005557,8.655794000000001e-08,2.2026188e-07,2.6914328999999997e-06,2.8035545000000003e-05,2650
216,17,6,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,752.3810019420016,0.8406910639969283,0.02577042242491865,0.020135643837342992,0.06970383945495062,0.09857467839890904,0.09937089764206086,1.1149040284046356,4.4745422e-05,1.417008e-06,0.00013159328000000002,0.00028841128,2650
217,18,7,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,754.7923442149986,57.746319066998694,0.007614663515661948,0.005724583382236306,0.030084632812218015,0.03580927555308056,0.030638075053348684,0.340178591240329,1.2480183e-07,2.4604606e-07,2.2667477e-06,3.89321e-05,2650
218,19,8,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,760.1203897179985,48.14278511299926,0.00832193378104661,0.006447887752746133,0.02915802381947169,0.0320099508397074,0.031344739289770815,0.3547662320026581,2.3641883e-07,1.1864905e-07,2.7238102000000002e-06,2.4050585000000002e-05,2650
219,20,9,2,50,False,10000,1000,10,10,10,False,100000,128,False,10,760.7182790579973,78.03727667200292,0.002097835016089393,0.0016908307755681838,0.004026882086099914,0.008142464002497199,0.007959139430681068,0.1118897023090546,1.2519675999999998e-07,8.639563000000001e-08,3.0734682e-07,1.0374338e-05,2650
220,21,0,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,950.2452183040004,61.383503582997946,0.015363079067412293,0.0072490912446770365,0.06910276691689965,0.0694557680443252,0.046304546916712076,0.5399714070957655,1.8405935000000002e-08,6.526721999999999e-09,2.2721288000000003e-07,1.8183828e-06,3780
221,22,1,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,952.117867945999,0.9773634529992705,0.006067502796890213,0.003945923134332473,0.02584585331394801,0.03269581796716999,0.023788003477148573,0.4279333176502411,1.0984849999999999e-07,4.320782e-08,4.1223075e-06,2.1014045999999998e-05,3780
222,23,2,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,961.3473429320002,1.139839301999018,0.004305529964832772,0.002959487019813218,0.02876313749343329,0.02384148740450792,0.016964150059844477,0.612820250023288,1.0097945e-06,1.8241823e-07,1.1258806e-05,8.072461e-05,3780
223,24,3,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,973.4679616790017,0.8789248239991139,0.005705159742091607,0.003390357038625366,0.02596212612716378,0.031763115833949175,0.021540082518308034,0.39217482231943057,1.5080450000000002e-07,3.0295368e-08,3.4711632000000002e-06,1.5130700999999998e-05,3780
224,25,4,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,966.6089495980013,107.75384246700196,0.0018420120320698733,0.0010451681725654166,0.012606653699000464,0.009518893083559556,0.005978572415369862,0.12294643817530826,2.903199e-08,4.5222457e-09,3.9065730000000003e-07,3.8591789999999995e-06,3780
225,26,5,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,966.7180406210027,1.2780595930016716,0.004282305951147597,0.0030125404333918287,0.028538278971018127,0.0246682840336425,0.017828556526119786,0.6092318119892304,1.2119065e-06,1.11967005e-07,1.1286811e-05,5.3247284e-05,3780
226,27,6,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,971.0256123359977,70.75219858799755,0.0020233172141242007,0.0016463300955782353,0.008052659854437205,0.0069153102161708295,0.007405290275545501,0.1015605300484772,5.1156817000000004e-08,2.1214303e-08,2.4306883e-07,3.6501071000000003e-06,3780
227,28,7,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,974.5101797110001,65.9502463730023,0.0053886525737743,0.0034881199467959247,0.024726492986227366,0.027081510812644705,0.02034362580208722,0.25833695779280896,2.3930145e-08,6.1616787e-09,3.5689808e-07,3.0829577999999998e-06,3780
228,29,8,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,982.0122565679994,60.05335040799764,0.003856308941682493,0.002510342946437578,0.013055759572007108,0.020783887785457224,0.014952656079810344,0.18769084347450438,3.3034233e-08,5.8350906e-09,5.416429e-07,4.26815e-06,3780
229,30,9,2,60,True,10000,1000,10,10,10,False,100000,128,False,10,978.0858970490008,34.77372357499917,0.008817382337608013,0.004378293988253239,0.043793780431295726,0.04982354755658793,0.030284163454416986,0.4929024542375111,1.2228717999999998e-07,4.3442252e-08,2.7811298e-06,1.6456577e-05,3780
230,31,0,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,794.7336555330003,70.89549688099942,0.007386333309425659,0.00531190347503246,0.03139854751541743,0.03545683853670394,0.02907103592628841,0.3434721868831163,4.1450178e-07,7.111353e-08,9.1504324e-07,1.4330829999999999e-05,3780
231,32,1,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,799.6798132050026,0.7685002859980159,0.014142714463805934,0.011376060151768879,0.05607920113593512,0.05680523406370401,0.05176371809815898,0.9740744652637665,3.480808e-05,2.0264271e-07,7.5145406e-05,0.00024936947999999997,3780
232,33,2,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,806.3096727049997,63.844340827999986,0.005509574326139727,0.0036516770695125015,0.024392597852424924,0.024978294535328318,0.01955747709171455,0.3020018162616913,1.0159758999999999e-07,1.8014038e-07,1.9329811e-06,1.9516483000000002e-05,3780
233,34,3,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,806.6647994430023,56.03523103200132,0.008071341722947465,0.005552104733028275,0.03531123481705317,0.03851016549294765,0.030230273189746908,0.39546507249312635,5.8147577000000006e-08,9.769865e-08,1.8603022e-06,1.8353281e-05,3780
234,35,4,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,805.5893716319988,82.38247582199983,0.005484274865027712,0.003755417140967793,0.026608941778684947,0.02520980215676225,0.019665151332335724,0.2637358707874011,8.103262400000001e-08,1.0608929599999999e-07,3.937022e-07,9.842458e-06,3780
235,36,5,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,814.1255449880045,74.75000079399615,0.008507782728394303,0.0069693674149798,0.0256562312228244,0.02779885931642395,0.03056293430380615,0.45399747513620303,1.9126202e-07,2.9016425e-07,4.3451e-06,6.8341025e-05,3780
236,37,6,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,811.5006416969991,58.412670159996196,0.008698262002528715,0.006843553713051601,0.029776596008018796,0.036544356281674566,0.034416826396347085,0.3642073693165009,2.2027572e-07,6.904675e-08,2.6784634999999996e-06,3.795689e-05,3780
237,38,7,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,819.932190077001,92.63085768399469,0.005495801084872656,0.0036555720651416197,0.025482369288946483,0.026297324342753985,0.020511517146818203,0.2503630484147572,8.738952000000001e-08,8.928753e-08,4.819345300000001e-07,1.0005031e-05,3780
238,39,8,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,822.6134829859948,86.0306910319996,0.007510438189449156,0.004624798810631556,0.03859885829515869,0.03875100350203953,0.027938431657739685,0.34478083406043747,1.0531797000000001e-07,5.8534106e-08,1.3452808e-06,1.0324745000000001e-05,3780
239,40,9,2,60,False,10000,1000,10,10,10,False,100000,128,False,10,821.9564653339985,64.34143626500008,0.004663653217906389,0.003476670244984495,0.010815751745553048,0.016257304921949257,0.015653529476998915,0.26961455963937686,1.513952e-07,1.0224853e-07,1.7425901000000001e-06,1.26421455e-05,3780
240,1,0,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1125.057168718,1.2615032710000378,0.02721196390545945,0.016503119882512476,0.030575044188799194,0.07385832630212058,0.07486820301780103,0.6412740769275849,6.5384083e-06,1.0085280999999998e-06,1.3064284e-05,0.00021661043999999998,230
241,2,1,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1134.4554278660003,1.6373145110001133,0.005718250865782423,0.004004027686140554,0.02508838196024421,0.026871094181417157,0.021210459684800405,0.39276943825570987,2.1191028e-07,2.3163368999999998e-07,3.4898935e-06,5.8242993e-05,230
242,3,2,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1139.9501907459999,1.549209701000109,0.014398733210866314,0.009705063115960647,0.030283577475847534,0.06923599574223246,0.05897497392971548,0.6367512764820282,4.30753e-06,1.5589734999999998e-06,1.2990829e-05,0.00038056358,230
243,4,3,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1137.8137373270001,69.89458906899927,0.008930075794608635,0.006857226821978958,0.03384351514294276,0.03474006863644443,0.033021411383025244,0.3397978348224353,9.6133746e-08,4.531049e-08,1.0281536e-06,2.8235576000000002e-05,230
244,5,4,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1145.2497860160001,33.68083333599952,0.0053989248598151,0.003991119980641973,0.023793218359495494,0.025529999388362007,0.020807280435716557,0.4203935685047333,2.8948403000000003e-07,1.2363942e-07,3.717321e-06,5.5969309999999994e-05,230
245,6,5,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1151.6998459469987,1.7136177259999386,0.015683984844384803,0.00990402590161005,0.031934194741920774,0.0703582542039496,0.059305384751727266,0.5576447071918671,2.1079088e-06,5.006879e-07,8.213197e-06,0.00014173196000000002,230
246,7,6,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1152.3309088959995,81.31105129199932,0.0025909321135395447,0.00199592115020693,0.002700134344719468,0.00964723609570264,0.009867454318005555,0.0516630413676098,3.6161672999999995e-08,3.5873505e-08,1.11977336e-07,4.3935224e-06,230
247,8,7,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1155.2920915369996,1.612924255001417,0.01839026412453012,0.011956080215219878,0.027115993676857297,0.051013857969450946,0.054962598535680356,0.5416809143909638,1.8423643e-06,1.5481349e-07,7.651697e-06,0.00012182171999999998,230
248,9,8,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1166.7287990379991,1.5676747190009337,0.04837056430912644,0.03818374401870278,0.042414312125287346,0.10713068828880425,0.1448432545581098,0.7115813317188446,3.3391017999999997e-06,2.4783571e-06,1.8019071e-05,0.00046018968,230
249,10,9,3,10,True,10000,1000,10,10,10,False,100000,128,False,10,1170.2764671690002,49.14384558599886,0.0055353736750583344,0.0027848871203971387,0.026974576839526282,0.027436663241063572,0.01825042309430875,0.23096638504681533,6.113986e-08,5.7771967e-08,5.848339e-08,1.2530997e-05,230
250,11,0,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,865.3809600469995,67.44366771900059,0.001853524162069774,0.0013136791006578795,0.0019928741286053264,0.004983036576325855,0.005599152241984094,0.047994244116271734,2.5148822000000002e-08,2.272594e-08,3.9550417999999994e-08,3.920967999999999e-06,230
251,12,1,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,870.8293412350013,1.003679553999973,0.04743657204022155,0.04000820183220538,0.04643962505847388,0.19613003277625538,0.20659231666343864,0.8609105172046845,3.8001585e-06,5.0878316e-07,3.3921315e-05,0.00085386046,230
252,13,2,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,867.4785778109999,1.0636239670002396,0.02602398568276297,0.019593628831228872,0.03820071342975073,0.08076772772458307,0.08970387308164449,0.7528732838520233,8.963567e-06,1.3934443000000003e-06,2.6311205e-05,0.00018558207,230
253,14,3,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,871.9988852459992,40.98233837099906,0.008813962958396721,0.005035093928193975,0.031386954412008616,0.038895832335829605,0.03175958648578819,0.27280570249783054,1.546185e-07,2.338447e-07,2.3593205999999998e-07,4.471135599999999e-05,230
254,15,4,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,876.3800687099974,1.2439846960005525,0.01605011324968617,0.012628373795222553,0.036611877117456726,0.06326359175957068,0.06323756702117234,0.7306259693988983,1.3405923e-05,7.201891e-07,2.3627603e-05,0.00018170553,230
255,16,5,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,882.6661372570015,27.70705787300176,0.011528247713868393,0.00798290809088322,0.02782278555460388,0.04109219562192984,0.04039747492618175,0.37300692223398135,5.4013367e-07,9.347299e-07,2.8724241e-06,8.691902e-05,230
256,17,6,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,875.7559678569996,1.0699297770006524,0.024045348187167002,0.018512096838576183,0.049203701052965454,0.07876924382031442,0.0872243521854106,0.8946896614917939,1.7943741e-05,1.0236182e-06,4.309857e-05,0.00041797637999999997,230
257,18,7,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,885.2453616120001,37.5479425199992,0.013300336173178502,0.009493159022317533,0.028304033456520383,0.06564802013673181,0.057273898411293704,0.3679975094684784,6.5000755e-08,2.5993134e-07,2.7626993e-06,7.6444194e-05,230
258,19,8,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,883.5617408460021,1.074714751997817,0.03422582721513966,0.025291399658567398,0.05211796585112982,0.17478509246766388,0.15219549955822717,0.9291103901752655,5.624789e-06,1.4543824e-06,4.6961333000000004e-05,0.0008435471699999999,230
259,20,9,3,10,False,10000,1000,10,10,10,False,100000,128,False,10,889.2079556949975,35.98022035900067,0.004479840508022349,0.0031080151583673258,0.010706496110836877,0.014939407133952356,0.01540800598168819,0.10749135636178897,3.0957884e-07,1.8011565e-07,2.570815e-07,1.5820458e-05,230
260,21,0,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1197.0644628139999,1.6489487580001878,0.005082798555062785,0.003262535478430685,0.02986840132266455,0.027929157120035544,0.018763508362272065,0.6302732052692597,1.4019505e-06,2.0001372e-07,1.1887962500000001e-05,0.00011974752,860
261,22,1,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1214.1280547259994,2.0598794680008723,0.0036161209717096745,0.002740454524409733,0.01760064784079962,0.016028837766057066,0.014089522603163858,0.4170344891437714,9.320376000000001e-07,7.094195e-08,3.882708e-06,2.7023782999999997e-05,860
262,23,2,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1218.9265366,1.6944004360011604,0.005467609284243556,0.004371031385595531,0.022571228180231384,0.0252920152040245,0.02238746529675221,0.5089770378956024,3.4237965000000003e-07,6.556477e-08,6.540949500000001e-06,5.6755478e-05,860
263,24,3,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1211.8517568099996,1.6959803410027234,0.007343931003581941,0.005448935137234572,0.030713734850431773,0.02894510287564136,0.025734683057805702,0.3039542240588855,2.2079385000000002e-07,4.9902372e-08,9.609349e-07,2.0367106e-05,860
264,25,4,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1226.0487723879996,1.5875216839995119,0.007027172710907666,0.00393909953847544,0.038819295987631175,0.03925376232285779,0.0252660220824407,0.41304367433028455,5.538684200000001e-08,8.347774000000001e-08,1.3516973e-06,1.3536570000000001e-05,860
265,26,5,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1231.463927926001,58.224944929999765,0.0012816592626242157,0.0010137972603521128,0.003917994275544789,0.0046871397832788115,0.004870636251722758,0.04274624286280826,4.5413973e-08,2.5313046000000004e-08,7.470559599999998e-08,2.9736522999999998e-06,860
266,27,6,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1247.263209980003,1.6411150980020466,0.008154980331464494,0.006547963994364358,0.031016094312216136,0.032479231178377886,0.03174197291925767,0.35561285637704776,3.6064682e-07,1.2394784e-07,2.5167515e-06,2.9520214e-05,860
267,28,7,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1247.7292644419977,39.271599249001156,0.008539184019723018,0.0065545371474972445,0.035464254841352794,0.035330677241264125,0.03114682913497596,0.38130610833602185,1.1706267599999998e-07,4.213565e-08,2.1795609e-06,1.6261276e-05,860
268,29,8,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1253.5188192740025,1.668650544997945,0.008044378361475125,0.005899517265866772,0.027566356286550853,0.03872737846459711,0.03311069827432238,0.4421051564106171,4.953903e-07,1.8851043e-07,4.9474097e-06,3.9001443e-05,860
269,30,9,3,20,True,10000,1000,10,10,10,False,100000,128,False,10,1258.3191506489966,1.6102735149979708,0.0033982429352559093,0.002225356899059439,0.013217207982392343,0.018453446001075,0.014008411813237032,0.17446122788278506,2.7597977e-07,5.583389000000001e-08,7.087361999999999e-07,8.177958e-06,860
270,31,0,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,914.3688756030024,105.23077602400008,0.003340372971610014,0.002728851102504559,0.0111933179946197,0.01100722780055766,0.012335452973892538,0.09065809999061325,6.842669e-08,3.8344062e-08,7.045667e-08,5.3083004e-06,860
271,32,1,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,919.1009117270005,1.0270725339942146,0.027108283458139478,0.021588487574234587,0.05410890999823981,0.12582023927081318,0.11783222979614441,0.9519623341449921,4.004814e-06,8.231623e-07,5.2124025e-05,0.0007726839,860
272,33,2,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,923.7645712759986,97.90650215299684,0.002440022070252401,0.001945800770415571,0.003008701382355039,0.007626519064425177,0.008704497161030654,0.05018537936793521,2.3976071000000002e-08,1.6992015e-08,9.0439826e-08,4.919356e-06,860
273,34,3,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,928.8651931040004,53.15502038800332,0.010283202099342359,0.008575565830428379,0.02869742892696986,0.033154827359244306,0.03757589815537305,0.2990056837602162,1.05616685e-07,7.818696000000001e-08,1.1685654e-06,1.9854277e-05,860
274,35,4,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,924.3934920340034,75.14708911499474,0.005048977284810827,0.0032038932514181586,0.023388412466923608,0.02580475659198013,0.018831735813710376,0.26910490210833604,8.224943599999999e-08,5.815378400000001e-08,6.036098e-07,5.9503895e-06,860
275,36,5,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,933.8115235960067,73.25004771499516,0.002707820860253726,0.0020456949193755733,0.0024821545000343337,0.00797974791319891,0.009113562179298288,0.07577103076564029,3.831258e-08,3.9116724000000003e-08,1.2426256e-07,7.4602845000000005e-06,860
276,37,6,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,932.9838210679954,52.05122691699944,0.010135117917082477,0.007872129006272259,0.03588291691867532,0.04003835762680621,0.03682111879472518,0.4099537771541124,5.473673000000001e-08,1.2967375e-07,6.7068504e-07,1.3826571e-05,860
277,38,7,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,938.1657340629972,32.64326649800205,0.006458954309775728,0.004394816101855891,0.028481774507240598,0.028283408793895067,0.02335907005548266,0.3094023289570038,2.2412081e-07,1.7881065e-07,1.8917165e-06,1.8594896e-05,860
278,39,8,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,940.392604118002,64.6394654350006,0.005966349409595144,0.004699724964612563,0.021241826638723704,0.022751077497742047,0.02261678471425135,0.198822359511156,5.4827947000000006e-08,5.6195072999999995e-08,3.081153e-07,7.672761e-06,860
279,40,9,3,20,False,10000,1000,10,10,10,False,100000,128,False,10,940.2575006879997,1.0145535960036796,0.021419591898494274,0.015583075141543265,0.04692993286639624,0.09367473982791256,0.08445251708563317,0.8669863762745087,2.5179525e-06,5.4879376e-07,3.518368e-05,0.00056604197,860
280,1,0,3,30,True,10000,1000,10,10,10,False,100000,128,False,10,1920.997107739,92.60033054199994,0.001198544969171187,0.0009508558861293518,0.0033362827448593646,0.00495739883856024,0.0043349524810665525,0.08288133169658929,2.5171035000000002e-08,2.5794613999999996e-08,8.916950999999999e-08,2.3241653e-06,1890
281,2,1,3,30,True,10000,1000,10,10,10,False,100000,128,False,10,2005.2192326600002,83.33107798099991,0.001861337085424103,0.0011296959185503523,0.006198898500084038,0.009621275591446836,0.007057326493539913,0.08170140849387941,1.3947451000000002e-08,7.791246e-09,1.440844e-08,1.5676883999999999e-06,1890
282,3,2,3,30,True,10000,1000,10,10,10,False,100000,128,False,10,2065.4893937940005,1.9533449649998147,0.006593297037319697,0.004667781363920463,0.030215170851628198,0.032308380094263046,0.02435687995785148,0.35086268599810655,7.3971286e-08,3.1239093e-08,2.3019306e-06,1.7933775e-05,1890
